"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IEWMV2A9","conferencePaper","2003","Peng, Fuchun; Schuurmans, Dale; Wang, Shaojun","Language and Task Independent Text Categorization with Simple Language Models","Proceedings of HLT-NAACL 2003","","","","","","2003","2016-08-16 19:57:47","2017-01-09 08:41:08","","110-117","","","","","","","","","","","","","","","","","","","","Peng, Fuchun, Dale Schuurmans, and Shaojun Wang. Language and Task Independent Text Categorization with Simple Language Models. In Proceedings of HLT-NAACL 2003 Main papers, Edmonton, May-June 2003. pp. 110-117.  bibtex: peng_language_2003-2","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IF3986FU","journalArticle","2006","Hope, Jonathan","Review of Vickers' <em>Counterfeiting Shakespeare.</em>","Literary and Linguistic Computing","","","","","","2006","2016-08-16 19:48:06","2017-01-09 08:41:08","","379-380","","3","21","","","","","","","","","","","","","","","","","---. REVIEW of Vickers' Counterfeiting Shakespeare. Literary and Linguistic Computing 21.3 2006: 379-380.  bibtex: hope_review_2006","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IF3CFJ5D","journalArticle","2007","Stańczyk, Urszula; Cyran, Krzysztof A.","Machine learning approach to authorship attribution of literary texts","International Journal of Applied Mathematics and Informatics","","","","","","2007","2016-12-19 16:05:03","2017-01-09 08:41:08","","151-158","","4","1","","","","","","","","","","","","","","","","","bibtex: stanczyk_machine_2007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IF4RS253","book","1998","Bernsen, N. O.; Dybkjaer, H.; Dybkjaer, L.","Designing interactive Speech Systems: From first Ideas to User Testing","","","","","","","1998","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","","","","","","","","","","Springer","Berlin/New York","","","","","","","","bibtex: bernsen_designing_1998","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IF6MCZH9","case","1976","N/A","United States v. Hearst","","","","","","","1976","2016-08-16 20:03:29","2017-01-06 21:18:05","","N/A","","","","","","","","","","","","","","","","","","","","United States v. Hearst, 412 F. Supp. 893 1976.  bibtex: n/a_united_1976","","","","#check; #jr5","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IF6VVD8J","journalArticle","2001","Vel, Olivier de; Anderson, Alison; Corney, Malcolm; Mohay, George","Mining E-mail Content for Author Identification Forensics","SIGMOD Record","","0163-5808","","","","2001-12","2016-08-16 16:43:38","2016-11-17 13:54:58","","55–64","","4","30","","","","","","","","","","","","","","","","","bibtex: vel_mining_2001","","","","#jr2; #pj","","Barbara, Daniel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IFGF8J4A","journalArticle","2000","Craig, Hugh","Grammatical modality in English plays from the 1580s to the 1640s","English Literary Renaissance","","","","","","2000","2016-08-16 19:50:16","2017-01-01 20:04:35","","32-54","","30","","","","","","","","","","","","","","","","","","bibtex: craig_grammatical_2000","","","","#cllc; computational stylistics; English plays 1580-1640; grammatical modality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IG7F2DWP","journalArticle","1995","Gellatly, Angus","Colourful Whorfian Ideas : Linguistic and Cultural Influences on the Perception and Cognition of Colour and on the Investigation of Them","Mind and Language","","","","","","1995-09","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","3","10","","","","","","","","","","","","","","","","","bibtex: gellatly_colourful_1995","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IGKPXTM3","thesis","2008","Gehrke, Grant T.","Authorship Discovery in Blogs Using Bayesian Classification with Corrective Scaling","","","","","","","2008","2016-08-16 19:48:06","2017-01-04 20:50:14","","","","","","","","","","","","","Naval Postgraduate School","Monterey, CA","","","MA Thesis","","","","","Gehrke, Grant T. Authorship Discovery in Blogs Using Bayesian Classification with Corrective Scaling. Masters Thesis, Naval Postgraduate School, Monterey, CA, 2008.  bibtex: gehrke_authorship_2008","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IGX8AVH8","journalArticle","2008","Guillen-Nieto, Victoria","Exploring State-of-the-Art Software for Forensic Authorship Identification","","","","","","","2008","2016-12-15 14:24:35","2017-01-03 14:26:11","","1 - 28","","1","8","","International Journal of English Studies","","","","","","","","","","","","","","","bibtex: guillen-nieto_exploring_2008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IH429C54","journalArticle","2003","Burrows, John; Cole, Creagh","Computational Stylistics: a Sketch of our Present Strengths and Limitations","Computing Arts 2001","","","","","","2003","2016-08-16 19:50:16","2017-01-01 19:49:36","","169-179","","","","","","","","","","","","","","","","","","","","bibtex: burrows_computational_2003","","","","#cllc; computational stylistics; limitations; methodology strengths amp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IHBTTZCQ","journalArticle","1956","Brandwood, L.","Analysing Plato's Style With an Electronic Computer","Bulletin of the Institute of Classical Studies","","","","","","1956","2016-08-16 19:58:11","2017-01-02 12:32:20","","45-54","","3","","","","","","","","","","","","","","","","","","Brandwood, L. Analysing Plato's Style With an Electronic Computer. Bulletin of the Institute of Classical Studies London 3 1956: 45-54.  bibtex: brandwood_analysing_1956","","","","#jr4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IHDE6W5W","journalArticle","1994","Sanford, Anthony; Aked, Joy P.; Moxey, Linda M.; Mullin, James","A Critical Examination of Assumptions Underlying the Cusum Technique of Forensic Linguistics","Forensic Linguistics","","","","","","1994","2016-08-16 20:03:29","2017-01-08 13:22:46","","151-167","","2","1","","","","","","","","","","","","","","","","","Sanford, Anthony J., Joy P. Aked, Linda M. Moxey, and James Mullin. A Critical Examination of Assumptions Underlying the Cusum Technique of Forensic Linguistics. Forensic Linguistics 1.2 1994: 151-167.  bibtex: sanford_critical_1994","","","","#jr5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IHQIF49V","journalArticle","2011","Schaalje, G. Bruce; Fields, Paul J.; Roper, Matthew; Snow, Gregory L.","Extended Nearest Shrunken Centroid Classification: A New Method for Open-Set Authorship Attribution of Texts of Varying Sizes","Literary and Linguistic Computing","","","","","","2011","2016-08-16 20:03:29","2017-01-08 13:30:56","","71-88","","1","26","","","","","","","","","","","","","","","","","Schaalje, G., Paul J. Fields, Matthew Roper, and Gregory L. Snow. Extended Nearest Shrunken Centroid Classification: A New Method for Open-Set Authorship Attribution of Texts of Varying Sizes. Literary and Linguistic Computing 26.1 2011: 71-88.  bibtex: schaalje_extended_2011","","","","#jr5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IHUSIEQ7","journalArticle","2009","Borgman, Christine L.","The Digital Future is Now: A Call to Action for the Humanities","Digital Humanities Quarterly","","","","","","2009","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","4","3","","","","","","","","","","","","","","","","","\tt http://www.digitalhumanities.org/dhq/vol/3/4/000077/000077.html  bibtex: borgman_digital_2009","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IHVMGT3V","book","1992","Perkins, Revere D.","Deixis, Grammar and Culture","","","","","","","1992","2016-08-16 16:43:38","2017-01-02 21:45:02","","","","","","","","","","","","","John Benjamins","Amsterdam","","","","","","","","bibtex: perkins_deixis_1992","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"II533SW7","conferencePaper","2004","Van Halteren, Hans","Linguistic Profiling for Author Recognition and Verification","N/A","","","","","","2004","2016-08-16 20:03:29","2017-01-09 08:41:08","","N/A","","","","","","","","","","","","Barcelona","","","","","","","","---. Linguistic Profiling for Author Recognition and Verification. Paper presented at the 42nd Annual Meeting of the Association for Computational Linguistics, Barcelona. July 21-26, 2004.  bibtex: van_halteren_linguistic_2004","","","","#jr5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42nd Annual Meeting of the Association for Computational Linguistics","","","","","","","","","","","","","","",""
"II5MQCP7","book","1990","Bell, Timothy C.; Cleary, John G.; Witten, Ian H.","Text Compression","","","","","","","1990","2016-08-16 16:43:38","2017-01-09 08:41:08","","","","","","","","","","","","","Prentice-Hall, Inc.","Englewood Cliffs, NJ","","","","","","","","bibtex: bell_text_1990","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"II7ITVQD","thesis","1987","Horton, Thomas B.","The Effectiveness of the Stylometry of Function Words in Discriminating Between Shakespeare and Fletcher","","","","","https://www.era.lib.ed.ac.uk/handle/1842/6638","","1987","2016-08-16 19:48:06","2017-01-04 20:56:44","","","","","","","","","","","","","University of Edinburgh","Edinburgh","","","Ph.D. Thesis","","","","","Horton, Thomas B. The Effectiveness of the Stylometry of Function Words in Discriminating Between Shakespeare and Fletcher. Diss. University of Edinburgh 1987 Department of Computer Science, CST-48-87. Edinburgh: University of Edinburgh, 1987.  bibtex: horton_effectiveness_1987","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIEHWXID","journalArticle","1985","Milic, Louis T.","Contra Fish: The Arrogance of Misreading","Style","","","","","","1985","2016-08-16 19:58:11","2017-01-09 08:41:08","","385-394","","3","19","","","","","","","","","","","","","","","","","---. Contra Fish: The Arrogance of Misreading. Style 19.3 1985: 385-394.  bibtex: milic_contra_1985","","","","#jr4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIJ4SKRZ","conferencePaper","1979","Marsden, J.; Holmes, P. J.","A Horseshoe in the Dynamics of a Forced Beam","International Conference on Nonlinear Dynamics","","","","","","1979","2016-08-16 16:43:38","2016-08-16 16:43:38","","313-321","","","357","","","","","","","","Annals of the New York Academy of Sciences","New York","","","","","","","","bibtex: marsden_horseshoe_1979","","","","#pj","","Helleman, R. H. G.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIR64PNM","conferencePaper","2005","Keith, Steven; Kaser, Owen; Lemire, Daniel","Analyzing Large Coollections of Electronic Text Using OLAP","APICS 2005","","","","","","2005","2016-08-16 19:57:47","2017-01-01 20:38:35","","N/A","","","","","","","","","","","","Wolfvilla, CAN","","","","","","","","Keith, Steven, Owen Kaser, and Daniel Lemire. Analyzing Large Coollections of Electronic Text Using OLAP. Paper presented at APICS 2005, Wolfvilla, Canada, 2005.  bibtex: keith_analyzing_2005","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIVFJVZ9","journalArticle","2003","Daller, Helmut; van Hout, Roeland; Daller, Jeanine","Lexical Richness in the Spontaneous Speech of Bilinguals","Applied Linguistics","","","10.1093/applin/24.2.197","http://applij.oxfordjournals.org/content/24/2/197.abstract","","2003","2016-08-16 16:43:38","2017-01-02 14:17:28","","197-222","","2","24","","","","","","","","","","","","","","","","","bibtex: daller_lexical_2003","","","","#pj; #remove","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJ2576C9","bookSection","1976","Kemp, Kenneth W.","Personal Observations on the Use of Statistical Methods in Quantitative Linguistics","The Computer in Literary and Linguistic Studies","","","","","","1976","2016-08-16 19:59:29","2017-01-09 08:41:08","","N/A","","","","","","","","","","","University of Wales Press","Cardiff","","","","","","","","---. Personal Observations on the Use of Statistical Methods in Quantitative Linguistics. In The Computer in Literary and Linguistic Studies. Ed. Alan Jones and R. F. Churchhouse. Cardiff: University of Wales Press, 1976.  bibtex: kemp_personal_1976","","","","#jr3","","Jones, Alan; Churchhouse, R. F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJ9PKTBT","conferencePaper","2002","Stamatatos, E.; Widmer, G.","Music Performer Recognistion Using an Ensemble of Simple Classifiers","ECAI'2002","","","","","","2002","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","","","","","","","","","","","Lyon, France","","","","","","","","bibtex: stamatatos_music_2002","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJI6ZNQ6","journalArticle","1998","Cohen, Hal","God Only Knows","Lingua France","","","","","","1998","2016-08-16 19:43:22","2017-01-02 14:04:16","","60-62","","July-August","","","","","","","","","","","","","","","","","","Cohen, Hal. God Only Knows. Lingua France July/August 1998: 60-62.  bibtex: cohen_god_1998","","","","#jr1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJQISNDU","book","1990","Brandwood, L.","The Chronology of Plato's Dialogues","","","","","","","1990","2016-08-16 19:58:11","2017-01-09 08:41:08","","","","","","","","","","","","","Cambridge University Press","Cambridge","","","","","","","","---. The Chronology of Plato's Dialogues. Cambridge: Cambridge University Press, 1990.  bibtex: brandwood_chronology_1990","","","","#jr4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJSWPEX8","journalArticle","2005","Hirsch, Jorge E.","An index to quantify an individual's scientific research output","Proceedings of the National Academy of Sciences of the United States of America","","0027-8424 1091-6490","10.1073/pnas.0507655102","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1283832/","I propose the index h, defined as the number of papers with citation number �h, as a useful index to characterize the scientific output of a researcher.","2005","2016-08-16 16:43:38","2016-08-16 16:43:38","","16569-16572","","46","102","","","","","","","","","","","","","","","","","16569[PII] 16275915[pmid] Proc Natl Acad Sci U S A  bibtex: hirsch_index_2005","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IK3CQB4Q","journalArticle","2006","Willett, Peter","The Porter stemming algorithm: then and now","Program: electronic library and information systems","","","","","","2006","2016-08-16 16:43:38","2016-08-16 16:43:38","","219–23","","3","40","","","","","","","","","","","","","","","","","bibtex: willett_porter_2006","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKBBVA62","journalArticle","1988","Brunet, Étienne","Une mesure de la distance intertextuelle : la connexion lexicale","Revue Informatique et Statistic dans les Sciences Humaines","","","","","(Le nombre et le texte. Hommage à Étienne Évrard)","1988","2017-01-12 16:48:46","2017-01-12 16:49:56","","81-116","","1-4","24","","","","","","","","","","fre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKI7ZXIT","journalArticle","1993","Matthews, Robert A. J.; Merriam, Thomas V. N.","Neural Computation in Stylometry I: An Application to the Works of Shakespeare and Marlowe","Literary and Linguistic Computing","","","","","","1993","2016-08-16 16:43:38","2016-08-16 16:43:38","","203–209","","4","8","","","","","","","","","","","","","","","","","bibtex: matthews_neural_1993","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKN62Z58","journalArticle","1980","Wyatt, James L.","Can Function Word Distribution Indicate Authorship?","SIGLASH Newsletter","","","","","","1980","2016-08-16 20:03:29","2017-01-10 22:46:58","","3-13","","2","13","","","","","","","","","","","","","","","","","Wyatt, James L. Can Function Word Distribution Indicate Authorship? SIGLASH Newsletter 13.2 1980: 3-13.  bibtex: wyatt_can_1980","","","","#jr5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKVJDVV8","report","2008","Cartright, Marc-Allen; Bendersky, Michael","Towards Scalable Data-Driven Authorship Attribution","","","","","","","2008","2016-08-16 19:48:06","2017-01-09 08:41:08","","","","","","","","","","","","Techreport","University of Massachusetts Amherst","Center for Intelligent Information Retrieval","","","","","","","","Cartright, Marc-Allen, and Michael Bendersky. Towards Scalable Data-Driven Authorship Attribution. Techreport 669. Center for Intelligent Information Retrieval: University of Massachusetts Amherst, 2008. http://maroo.cs.umass.edu/pdf/IR-669.pdf Accessed June 2, 2009.  bibtex: cartright_towards_2008","","","","#jr2","","","","","","","","","","","","","","","","","","","","669","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IM72I98Q","journalArticle","1998","Sinclair, John; Mason, Oliver; Ball, Jackie; Barnbrook, Geoff","Language Independent Statistical Software for Corpus Exploration","Computers and the Humanities","","","10.1023/A:1000911520943","","","1998","2017-01-03 10:21:26","2017-01-03 10:21:26","","229-255","","3","31","","","","","","","","","","en","","","","","","","bibtex: sinclair_language_1998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMIQSM34","conferencePaper","2004","Nerbonne, John","The Data Deluge","Proc. 2004 Joint International Conference of the Association for Literary and Linguistic Computing and the Association for Computers and the Humanities (ALLC/ACH 2004)","","","","","","2004-06","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","","","","","","","","","","","Göteborg, Sweden","","","","","","","","To appear in \em Literary and Linguistic Computing.  bibtex: nerbonne_data_2004","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMWDAE5T","thesis","1990","Hope, Jonathan","Socio-historical Linguistic Evidence for the Authorship of Renaissance Plays: Test cases in the Shakespeare, Fletcher, and Massinger Canons","","","","","","","1990","2016-08-16 19:48:06","2017-01-09 08:41:08","","","","","","","","","","","","","University of Cambridge","Cambridge","","","Ph.D. Thesis","","","","","---. Socio-historical Linguistic Evidence for the Authorship of Renaissance Plays: Test cases in the Shakespeare, Fletcher, and Massinger Canons. Diss. University of Cambridge, 1990.  bibtex: hope_socio-historical_1990","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMWITNMG","conferencePaper","2000","Munoz, R.; Palomar, M.; Fernandez, A.","Processing of Spanish Definite Descriptions","","","","","","","2000","2016-08-16 16:43:38","2017-01-09 08:41:08","","526–537","","","","","","","","","","","","","","","","","","","","bibtex: munoz_processing_2000","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMXBWIGX","journalArticle","2012","Hirst, Graeme; Wei Feng, Vanessa","Changes in Style in Authors with Alzheimer's Disease","English Studies","","0013-838X, 1744-4217","10.1080/0013838X.2012.668789","http://www.tandfonline.com/doi/abs/10.1080/0013838X.2012.668789","","2012-05","2017-01-20 09:07:13","2017-01-20 09:07:13","2017-01-20 09:07:13","357-370","","3","93","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IN9Z3E95","conferencePaper","2009","Killourhy, Kevin S.; Maxion, Roy A.","Comparing Anomaly-Detection Algorithms for Keystroke Dynamics.","Proceedings of International Conference on Dependable Systems & Networks (DSN-09)","","","","","","2009-07-29","2016-08-16 16:43:38","2016-08-16 16:43:38","","125-134","","","","","","","","","","","IEEE Computer Society Press, Los Alamitos, California","Estoril, Lisbon, Portugal","","","","","","","","bibtex: killourhy_comparing_2009","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INIJU3K4","journalArticle","1982","Smith, M.W.A.","The Authorship of Pericles: An Initial Investigation","The Bard","","","","","","1982","2016-08-16 20:03:29","2017-01-08 13:50:20","","143-176","","3","3","","","","","","","","","","","","","","","","","---. The Authorship of Pericles: An Initial Investigation. The Bard 3 1982: 143-176.  bibtex: smith_authorship_1982","","","","#jr5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INVB2DDJ","journalArticle","1974","Sacks, H.; Schegloff, E.; Jefferson, G.","A simplest systematics for the organization of turn taking for conversation","Language","","","","","","1974","2016-08-16 16:43:38","2016-08-16 16:43:38","","696–735","","4","50","","","","","","","","","","","","","","","","","bibtex: sacks_simplest_1974","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPI5R6IE","book","1983","Barnes, David W.","Statistics as Proof: Fundamentals of Quantitative Evidence","","","","","","","1983","2016-08-16 19:59:29","2016-08-16 19:59:29","","","","","","","","","","","","","Little","Boston","","","","","","","","Barnes, David W. Statistics as Proof: Fundamentals of Quantitative Evidence. Boston: Little, Brown and Company, 1983.  bibtex: barnes_statistics_1983","","","","#jr3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPWQ85C7","conferencePaper","2009","Moskovitch, R.; Feher, C.; Messerman, A.; Kirschnick, N.; Mustafic, T.; Camtepe, A.; Lohlein, B.; Heister, U.; Moller, S.; Rokach, L.; Elovici, Y.","Identity theft, computers and behavioral biometrics","Intelligence and Security Informatics, 2009. ISI '09. IEEE International Conference on","","","10.1109/ISI.2009.5137288","","","2009-06","2016-08-16 16:43:38","2016-08-16 16:43:38","","155 -160","","","","","","","","","","","","","","","","","","","","bibtex: moskovitch_identity_2009","","","","#pj; authorisation; banking; behavioral biometrics; behavioural sciences; biometrics (access control); eBanks; electronic commerce; identity theft; keyboard activities; login verification; mouse activities; steal money; WebMails","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPZP5MEZ","bookSection","1959","Oakman, Robert L.","Prolegomena to the Analysis of Prose Style","Style in Prose Fiction","","","","","","1959","2016-08-16 19:58:11","2017-01-09 08:41:08","","1-24","","","","","","","","","","","Columbia University Press","New York","","","","","","","","---. Prolegomena to the Analysis of Prose Style. In Style in Prose Fiction. Ed. Harold C. Martin. New York: Columbia University Press, 1959, pp. 1-24.  bibtex: oakman_prolegomena_1959","","","","#jr4","","Martin, Harold C.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQI2HB7N","book","1973","Burton, Dolores M.","Shakespeare's Grammatical Style: A Computer-Assisted Analysis of Rochard II and Anthony and Cleopatra","","","","","","","1973","2016-08-16 19:58:11","2017-01-01 20:02:02","","","","","","","","","","","","","University of Texas Press","Austin","","","","","","","","Burton, Dolores M. Shakespeare's Grammatical Style: A Computer-Assisted Analysis of Richard II and Anthony and Cleopatra. Austin: University of Texas Press, 1973.  bibtex: burton_shakespeares_1973","","","","#jr4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQIRW5W8","document","2012","Reed, Mark","Who Wrote The Federalist Papers?","","","","","","","2012","2016-08-16 19:57:47","2017-01-08 12:55:09","","","","","","","","","","","","","","","","","","","","","","Reed, Mark. Who Wrote The Federalist Papers? ?2008 http://writing.mit.edu/sites/writing.mit.edu/files/WhoWrotetheFederalistPapers.pdf// Accessed June 14, 2012.  bibtex: reed_who_2012","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQPKDKU2","newspaperArticle","2010","Sterling, Bruce","The Chinese Online `Water Army'","Wired","","","","","","2010-06-25","2016-08-16 16:43:38","2017-01-08 14:16:42","","","","","","","","","","","","","","","","","","","","","","bibtex: sterling_chinese_2010","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQT69J9K","journalArticle","2003","Brunet, Étienne; Luong, Xuan","Peut-on mesurer la distance entre deux textes ?","Corpus","","1638-9808","","http://corpus.revues.org/30","","2003","2016-12-14 08:13:03","2017-01-12 09:07:50","2013-10-26 15:45:19","","","2","","","","","","","","","","","fre","© Tous droits réservés","","","","corpus.revues.org","","bibtex: brunet_peut-mesurer_2003","","","","lang_fre; recommended","","","","","Luong, Xuan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IR5D8D2B","report","1989","Barto, Andrew G.; Sutton, R. S.; Watkins, C. J. C. H.","Learning and Sequential Decision Making","","","","","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=?doi=10.1.1.42.7260","In this report we show how the class of adaptive prediction methods that Sutton called &quot;temporal difference,&quot; or TD, methods are related to the theory of squential decision making. TD methods have been used as &quot;adaptive critics&quot; in connectionist learning systems, and have been proposed as models of animal learning in classical conditioning experiments. Here we relate TD methods to decision tasks formulated in terms of a stochastic dynamical system whose behavior unfolds over time under the influence of a decision maker&apos;s actions. Strategies are sought for selecting actions so as to maximize a measure of long-term payoff gain. Mathematically, tasks such as this can be formulated as Markovian decision problems, and numerous methods have been proposed for learning how to solve such problems. We show how a TD method can be understood as a novel synthesis of concepts from the theory of stochastic dynamic programming, which comprises the standard method for solving such tasks when a model of...","1989","2016-08-16 16:43:38","2017-01-02 12:10:45","","","","","","","","","","","","","","","","","","","","","","bibtex: barto_learning_1989","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IREJKXTV","journalArticle","2004","Ding, Haibiao; Samadzadeh, Mansur H.","Extraction of Java Program Fingerprints for Software Authorship Identification","Journal of Systems and Software","","0164-1212","","","","2004","2016-08-16 16:43:38","2017-01-02 16:25:09","","49–57","","1","72","","","","","","","","","","","","","","","","","bibtex: ding_extraction_2004","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRHQ26FW","journalArticle","1972","Smith, John B.","A Computational Analysis of Imagery in James Joyce's A Portrait of the Artist as a Young Man","A Portrait of the Artist as a Young Man","","","","","","1972","2016-08-16 19:58:11","2017-01-08 13:46:45","","1443-1447","","","2","","","","","","","","","","","","","","","","","Smith, John B. A Computational Analysis of Imagery in James Joyce's A Portrait of the Artist as a Young Man. Information Processing 71 1972: 1443-1447.  bibtex: smith_computational_1972","","","","#jr4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRQDSMGP","conferencePaper","2006","Amasyah, M. Fatih; Diri, Banu","Automatic Turkish Text Categorization in Terms of Author, Genre and Gender","NLDB-2006, (Klagenfurt, Austria)","","","","","","2006","2016-08-16 19:48:06","2017-01-15 18:56:55","","221-226","","","","","","","","","","","Springer","Berlin/Heidelberg","","","","","","","","Amasyah, M.Fatih, and Banu Diri. Automatic Turkish Text Categorization in Terms of Author, Genre and Gender. Paper presented at NLDB-2006, Klagenfurt, Austria, May 31 -- June 2 2006.  bibtex: amasyah_automatic_2006","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NLDB-2006","","","","","","","","","","","","","","",""
